Folder,File,Number of test cases,Number of inputs (with resets),Number of inputs (no resets),Length of less test case,Length of largest test case,Average length,Standard deviation,Variance
16-4-4,45,4,5652,5648,1412.0,1412.0,1412.0,0.0,0.0
16-4-4,46,4,4232,4228,1057.0,1057.0,1057.0,0.0,0.0
16-4-4,47,4,1960,1956,489.0,489.0,489.0,0.0,0.0
16-4-4,48,4,5868,5864,1466.0,1466.0,1466.0,0.0,0.0
16-4-4,49,4,4736,4732,1183.0,1183.0,1183.0,0.0,0.0
16-4-4,5,4,2804,2800,700.0,700.0,700.0,0.0,0.0
16-4-4,50,4,3728,3724,931.0,931.0,931.0,0.0,0.0
16-4-4,51,4,5916,5912,1478.0,1478.0,1478.0,0.0,0.0
16-4-4,52,4,3704,3700,925.0,925.0,925.0,0.0,0.0
16-4-4,53,4,3608,3604,901.0,901.0,901.0,0.0,0.0
16-4-4,54,4,3552,3548,887.0,887.0,887.0,0.0,0.0
16-4-4,55,4,4833,4829,1207.0,1208.0,1207.25,0.5,0.25
16-4-4,56,4,4220,4216,1054.0,1054.0,1054.0,0.0,0.0
16-4-4,57,4,5396,5392,1348.0,1348.0,1348.0,0.0,0.0
16-4-4,58,4,5084,5080,1270.0,1270.0,1270.0,0.0,0.0
16-4-4,59,4,3272,3268,817.0,817.0,817.0,0.0,0.0
16-4-4,6,4,2736,2732,683.0,683.0,683.0,0.0,0.0
16-4-4,60,4,6136,6132,1533.0,1533.0,1533.0,0.0,0.0
16-4-4,61,4,3980,3976,994.0,994.0,994.0,0.0,0.0
16-4-4,62,4,5484,5480,1370.0,1370.0,1370.0,0.0,0.0
16-4-4,63,4,2552,2548,637.0,637.0,637.0,0.0,0.0
16-4-4,64,4,3352,3348,837.0,837.0,837.0,0.0,0.0
16-4-4,65,4,3912,3908,977.0,977.0,977.0,0.0,0.0
16-4-4,66,4,3380,3376,844.0,844.0,844.0,0.0,0.0
16-4-4,67,4,3632,3628,907.0,907.0,907.0,0.0,0.0
16-4-4,68,4,2660,2656,664.0,664.0,664.0,0.0,0.0
16-4-4,69,4,4016,4012,1003.0,1003.0,1003.0,0.0,0.0
16-4-4,7,4,4280,4276,1069.0,1069.0,1069.0,0.0,0.0
16-4-4,70,4,4204,4200,1050.0,1050.0,1050.0,0.0,0.0
16-4-4,71,4,5312,5308,1327.0,1327.0,1327.0,0.0,0.0
16-4-4,72,4,2740,2736,684.0,684.0,684.0,0.0,0.0
16-4-4,73,4,3032,3028,757.0,757.0,757.0,0.0,0.0
16-4-4,74,4,4660,4656,1164.0,1164.0,1164.0,0.0,0.0
16-4-4,75,4,5812,5808,1452.0,1452.0,1452.0,0.0,0.0
